categorical_encoding,level,rank_mean,rank_std,f1_mean,f1_std
Tokenizer,attribute,1.0,0.0,0.06,0.0
Tokenizer,combined,1.0,0.0,0.18,0.01
Tokenizer,event,1.0,0.0,0.08,0.01
Tokenizer,trace,1.0,0.0,0.39,0.03
