level&model&rank_Average&f1_mean_Average&f1_std_Average&rank_Single&f1_mean_Single&f1_std_Single&rank_Single_OA&f1_mean_Single_OA&f1_std_Single_OA&rank_Order&f1_mean_Order&f1_std_Order&rank_Attribute&f1_mean_Attribute&f1_std_Attribute&rank_Arrival Time&f1_mean_Arrival Time&f1_std_Arrival Time&rank_Workload&f1_mean_Workload&f1_std_Workload&run_time_mean&run_time_std
attribute&Order (4)&2.5&0.092&0.006&2.83&0.061&0.006&2.33&0.075&0.01&2.33&0.183&0.031&6.33&0.041&0.005&9.33&0.082&0.014&7.33&0.063&0.013&351.628&85.108
attribute&Order (8)&3.17&0.092&0.006&3.0&0.061&0.006&1.5&0.075&0.01&2.5&0.183&0.031&5.5&0.041&0.005&9.83&0.082&0.015&10.0&0.061&0.012&351.636&85.126
attribute&Order Only&12.17&0.085&0.004&11.83&0.048&0.006&13.33&0.049&0.004&3.5&0.183&0.03&11.83&0.036&0.006&10.17&0.082&0.016&11.67&0.038&0.01&355.025&85.363
attribute&Workload (2)&6.33&0.092&0.006&7.17&0.06&0.006&6.0&0.074&0.009&6.5&0.179&0.032&7.17&0.041&0.005&4.5&0.083&0.015&6.33&0.064&0.013&351.601&85.121
attribute&Workload (4)&4.17&0.092&0.006&5.0&0.06&0.006&4.33&0.074&0.01&6.0&0.18&0.033&5.0&0.041&0.005&6.33&0.082&0.015&5.83&0.065&0.015&351.65&85.153
attribute&Workload (8)&6.0&0.092&0.006&6.67&0.06&0.006&6.67&0.074&0.01&8.67&0.177&0.032&5.33&0.041&0.005&5.0&0.082&0.015&3.17&0.066&0.015&348.299&84.877
attribute&Workload Only&11.33&0.067&0.013&11.0&0.051&0.008&14.5&0.046&0.007&14.33&0.082&0.012&12.0&0.036&0.006&11.0&0.083&0.018&2.83&0.068&0.016&351.722&85.157
combined&Arrival Time (2)&5.83&0.206&0.011&8.17&0.291&0.008&7.17&0.214&0.026&9.33&0.2&0.009&7.17&0.203&0.025&3.67&0.166&0.008&5.17&0.256&0.019&358.803&86.198
combined&Arrival Time (4)&4.5&0.206&0.011&7.5&0.291&0.008&5.5&0.215&0.026&6.67&0.201&0.009&5.67&0.203&0.025&3.33&0.166&0.008&5.83&0.255&0.018&358.797&86.137
combined&Arrival Time Only&14.33&0.165&0.003&12.0&0.285&0.007&13.5&0.157&0.014&12.17&0.168&0.015&13.33&0.154&0.013&11.67&0.162&0.007&13.83&0.175&0.031&358.798&86.191
combined&Attribute (2)&9.33&0.205&0.011&9.5&0.291&0.008&9.17&0.213&0.026&9.5&0.2&0.009&7.83&0.203&0.026&7.67&0.165&0.008&8.0&0.254&0.018&358.653&86.178
combined&Attribute (4)&9.17&0.205&0.011&9.67&0.291&0.008&6.83&0.214&0.027&11.67&0.199&0.009&7.0&0.203&0.026&8.0&0.164&0.007&8.5&0.253&0.017&358.618&86.13
combined&Attribute (8)&7.83&0.205&0.012&8.33&0.291&0.008&8.0&0.214&0.027&11.17&0.199&0.009&7.5&0.203&0.026&4.5&0.165&0.007&7.17&0.254&0.019&358.649&86.134
combined&Attribute Only&12.67&0.174&0.009&9.83&0.288&0.004&12.33&0.174&0.009&12.67&0.167&0.015&8.67&0.202&0.026&11.5&0.15&0.014&13.83&0.174&0.02&358.638&86.162
combined&Order (2)&4.33&0.206&0.011&4.5&0.291&0.008&2.33&0.215&0.026&3.5&0.202&0.009&3.33&0.204&0.025&8.33&0.164&0.008&8.0&0.254&0.019&351.601&85.025
combined&Order (4)&5.5&0.206&0.011&3.5&0.291&0.008&3.67&0.215&0.026&2.0&0.203&0.009&4.83&0.204&0.026&7.83&0.164&0.009&8.5&0.253&0.018&351.628&84.992
combined&Order (8)&9.17&0.205&0.011&5.0&0.291&0.008&6.33&0.214&0.026&3.0&0.202&0.009&7.5&0.203&0.026&10.0&0.163&0.009&11.17&0.251&0.018&351.636&85.01
combined&Order Only&14.17&0.168&0.004&12.67&0.284&0.005&13.83&0.156&0.013&3.0&0.202&0.008&14.67&0.151&0.013&12.0&0.151&0.013&14.33&0.168&0.02&355.025&85.249
combined&Workload (2)&2.67&0.207&0.011&8.0&0.291&0.008&5.0&0.215&0.026&6.33&0.201&0.009&5.67&0.203&0.026&4.5&0.165&0.008&3.0&0.257&0.017&351.601&85.014
combined&Workload (4)&3.5&0.206&0.011&5.0&0.291&0.008&4.33&0.215&0.026&6.0&0.201&0.009&4.67&0.203&0.026&7.33&0.165&0.008&4.0&0.257&0.019&351.65&85.048
combined&Workload (8)&4.67&0.206&0.012&7.17&0.291&0.008&7.67&0.214&0.026&9.5&0.2&0.009&8.17&0.203&0.026&7.17&0.165&0.007&3.0&0.258&0.02&348.299&85.529
combined&Workload Only&12.33&0.181&0.012&9.17&0.287&0.005&14.33&0.156&0.012&13.5&0.168&0.014&14.0&0.153&0.013&12.5&0.148&0.013&5.67&0.257&0.023&351.722&85.052
