level&model&rank_Average&f1_mean_Average&f1_std_Average&rank_Single&f1_mean_Single&f1_std_Single&rank_Single_OA&f1_mean_Single_OA&f1_std_Single_OA&rank_Order&f1_mean_Order&f1_std_Order&rank_Attribute&f1_mean_Attribute&f1_std_Attribute&rank_Arrival Time&f1_mean_Arrival Time&f1_std_Arrival Time&rank_Workload&f1_mean_Workload&f1_std_Workload&run_time_mean&run_time_std
trace&Arrival Time (2)&4.33&0.423&0.026&7.17&0.6&0.02&6.0&0.465&0.06&10.75&0.333&0.012&6.83&0.467&0.062&3.67&0.332&0.024&4.83&0.559&0.036&358.803&85.542
trace&Arrival Time (4)&4.5&0.422&0.026&8.17&0.6&0.021&5.0&0.466&0.06&9.92&0.333&0.012&5.17&0.467&0.062&2.67&0.332&0.023&6.33&0.557&0.035&358.797&85.481
trace&Arrival Time Only&14.0&0.34&0.011&6.17&0.599&0.018&13.17&0.332&0.02&7.33&0.328&0.02&13.33&0.333&0.021&9.83&0.324&0.021&14.0&0.373&0.067&358.798&85.534
trace&Attribute (2)&8.5&0.421&0.026&7.5&0.6&0.021&8.17&0.464&0.062&8.92&0.333&0.012&8.33&0.465&0.064&7.5&0.329&0.024&7.5&0.555&0.035&358.653&85.522
trace&Attribute (4)&8.33&0.42&0.026&6.17&0.6&0.02&5.0&0.465&0.062&11.08&0.332&0.012&7.0&0.467&0.064&7.67&0.329&0.022&8.5&0.553&0.033&358.618&85.474
trace&Attribute (8)&5.5&0.421&0.027&7.5&0.6&0.02&5.83&0.465&0.061&10.0&0.332&0.012&6.0&0.467&0.063&5.0&0.331&0.023&6.67&0.556&0.037&358.649&85.295
trace&Attribute Only&12.33&0.366&0.022&7.33&0.601&0.019&12.17&0.372&0.042&6.17&0.328&0.02&8.67&0.465&0.063&11.67&0.287&0.021&13.67&0.384&0.06&358.638&85.506
trace&Order (2)&5.67&0.422&0.025&7.5&0.6&0.021&3.33&0.467&0.06&6.75&0.334&0.011&2.83&0.469&0.062&8.0&0.329&0.021&7.83&0.555&0.037&351.601&85.143
trace&Order (4)&7.83&0.42&0.026&7.33&0.6&0.021&4.67&0.467&0.06&5.83&0.334&0.011&4.83&0.468&0.062&7.5&0.328&0.022&8.83&0.552&0.034&351.628&85.108
trace&Order (8)&10.17&0.419&0.026&10.5&0.6&0.021&8.67&0.464&0.062&6.5&0.334&0.011&9.17&0.465&0.064&9.5&0.327&0.022&10.83&0.55&0.035&351.636&85.126
trace&Order Only&15.0&0.327&0.009&12.83&0.593&0.015&14.67&0.326&0.02&6.33&0.334&0.011&14.67&0.326&0.019&11.83&0.287&0.019&14.33&0.362&0.051&355.025&85.363
trace&Workload (2)&2.83&0.423&0.026&9.5&0.6&0.021&6.0&0.465&0.062&7.5&0.333&0.012&6.0&0.467&0.064&5.0&0.331&0.023&2.33&0.562&0.032&351.601&85.121
trace&Workload (4)&4.0&0.423&0.025&7.17&0.6&0.021&5.5&0.466&0.061&8.92&0.333&0.012&5.17&0.467&0.063&8.17&0.329&0.023&3.17&0.561&0.033&351.65&85.153
trace&Workload (8)&4.33&0.423&0.026&7.0&0.6&0.021&7.83&0.465&0.061&8.33&0.333&0.012&8.0&0.466&0.063&7.5&0.329&0.023&3.17&0.562&0.034&348.299&84.877
trace&Workload Only&12.67&0.373&0.012&8.17&0.598&0.019&14.0&0.331&0.018&5.67&0.33&0.018&14.0&0.331&0.019&14.5&0.277&0.006&8.0&0.555&0.042&351.722&85.157
event&Arrival Time (2)&6.83&0.105&0.012&7.33&0.213&0.012&7.67&0.104&0.01&8.5&0.09&0.006&9.0&0.101&0.01&6.5&0.082&0.015&6.33&0.145&0.021&358.803&85.542
event&Arrival Time (4)&5.33&0.105&0.012&7.83&0.213&0.012&6.5&0.104&0.01&8.5&0.09&0.006&7.0&0.101&0.01&7.67&0.082&0.015&5.17&0.145&0.021&358.797&85.481
event&Arrival Time Only&14.0&0.094&0.008&11.0&0.212&0.012&12.33&0.092&0.014&7.83&0.092&0.014&11.5&0.092&0.014&10.83&0.081&0.014&11.67&0.109&0.027&358.798&85.534
event&Attribute (2)&8.83&0.104&0.012&7.5&0.213&0.012&9.33&0.103&0.01&8.67&0.09&0.006&7.5&0.101&0.01&8.5&0.082&0.015&8.33&0.143&0.02&358.653&85.522
event&Attribute (4)&8.67&0.104&0.012&7.33&0.213&0.012&7.83&0.103&0.01&9.83&0.089&0.006&8.67&0.101&0.01&7.5&0.082&0.015&7.33&0.144&0.02&358.618&85.474
event&Attribute (8)&9.33&0.104&0.012&6.17&0.213&0.012&8.67&0.103&0.01&10.67&0.089&0.005&8.33&0.101&0.01&6.83&0.082&0.015&9.0&0.144&0.021&358.649&85.295
event&Attribute Only&13.33&0.094&0.01&8.5&0.212&0.012&10.67&0.095&0.011&8.0&0.091&0.014&7.0&0.102&0.01&9.17&0.082&0.015&14.5&0.103&0.013&358.638&85.506
event&Order (2)&5.33&0.104&0.012&6.33&0.213&0.012&4.5&0.104&0.01&8.0&0.09&0.005&5.17&0.102&0.011&6.83&0.082&0.015&9.33&0.143&0.02&351.601&85.143
event&Order (4)&5.0&0.105&0.012&7.17&0.213&0.012&5.17&0.104&0.01&5.17&0.091&0.005&6.67&0.102&0.011&9.33&0.082&0.014&6.83&0.144&0.02&351.628&85.108
event&Order (8)&6.83&0.104&0.012&6.17&0.213&0.012&6.0&0.104&0.011&5.33&0.09&0.005&6.17&0.102&0.011&9.83&0.082&0.015&8.17&0.143&0.02&351.636&85.126
event&Order Only&14.17&0.092&0.008&11.67&0.212&0.012&11.17&0.093&0.015&5.33&0.09&0.005&12.17&0.092&0.014&10.17&0.082&0.016&13.67&0.104&0.013&355.025&85.363
event&Workload (2)&3.67&0.105&0.012&8.0&0.213&0.012&5.0&0.104&0.01&8.0&0.09&0.005&5.83&0.102&0.011&4.5&0.083&0.015&6.0&0.145&0.021&351.601&85.121
event&Workload (4)&4.33&0.105&0.012&6.83&0.213&0.012&5.5&0.104&0.01&7.5&0.09&0.006&5.17&0.102&0.01&6.33&0.082&0.015&6.17&0.145&0.023&351.65&85.153
event&Workload (8)&3.67&0.105&0.012&6.83&0.213&0.011&7.17&0.104&0.011&10.83&0.089&0.006&7.5&0.102&0.011&5.0&0.082&0.015&3.5&0.147&0.022&348.299&84.877
event&Workload Only&10.67&0.103&0.016&11.33&0.212&0.012&12.5&0.091&0.013&7.83&0.091&0.013&12.33&0.092&0.014&11.0&0.083&0.018&4.0&0.147&0.023&351.722&85.157
attribute&Arrival Time (2)&8.33&0.091&0.007&8.0&0.06&0.005&8.67&0.073&0.01&8.67&0.178&0.033&11.5&0.04&0.005&6.5&0.082&0.015&6.5&0.064&0.015&358.803&85.542
attribute&Arrival Time (4)&6.0&0.092&0.006&6.5&0.06&0.006&5.33&0.074&0.01&5.5&0.18&0.032&7.17&0.041&0.005&7.67&0.082&0.015&7.5&0.063&0.013&358.797&85.481
attribute&Arrival Time Only&14.5&0.061&0.006&13.83&0.044&0.005&13.33&0.046&0.007&13.83&0.083&0.012&12.17&0.036&0.006&10.83&0.081&0.014&11.67&0.044&0.019&358.798&85.534
attribute&Attribute (2)&8.67&0.091&0.006&10.0&0.06&0.006&8.83&0.073&0.01&9.67&0.177&0.032&7.5&0.041&0.005&8.5&0.082&0.015&8.0&0.064&0.014&358.653&85.522
attribute&Attribute (4)&10.17&0.09&0.007&11.0&0.059&0.006&9.67&0.073&0.01&11.33&0.176&0.033&6.83&0.041&0.005&7.5&0.082&0.015&7.83&0.063&0.013&358.618&85.474
attribute&Attribute (8)&8.67&0.091&0.007&8.83&0.06&0.006&9.67&0.073&0.009&10.17&0.177&0.032&7.33&0.041&0.005&6.83&0.082&0.015&7.83&0.064&0.014&358.649&85.295
attribute&Attribute Only&14.17&0.06&0.008&10.67&0.051&0.006&12.33&0.054&0.007&13.83&0.083&0.013&8.17&0.041&0.005&9.17&0.082&0.015&14.67&0.034&0.005&358.638&85.506
attribute&Order (2)&3.83&0.092&0.006&3.67&0.061&0.006&3.5&0.075&0.01&3.17&0.183&0.032&6.17&0.041&0.005&6.83&0.082&0.015&8.83&0.063&0.013&351.601&85.143
