dataset_short_name,categorical_encoding,level,f1_mean,f1_std,f1_rank
gigantic/0.45,Tokenizer,attribute,0.0850187880727656,0.02902666313649101,1.0
gigantic/0.45,Tokenizer,event,0.11880344426184307,0.026943332598863078,1.0
gigantic/0.45,Tokenizer,trace,0.38066544217703707,0.07623384583982838,1.0
huge/0.45,Tokenizer,attribute,0.08924953591515099,0.05700320197023684,1.0
huge/0.45,Tokenizer,event,0.12184319506865675,0.042053501827348946,1.0
huge/0.45,Tokenizer,trace,0.42239820145904433,0.09378346692210605,1.0
large/0.45,Tokenizer,attribute,0.08625431450555295,0.07380020938346375,1.0
large/0.45,Tokenizer,event,0.11475581684553021,0.059299515704199925,1.0
large/0.45,Tokenizer,trace,0.3988597775653672,0.08527439919777371,1.0
p2p/0.45,Tokenizer,attribute,0.09830748248623482,0.055219472938278336,1.0
p2p/0.45,Tokenizer,event,0.13404841606024184,0.04003983750794574,1.0
p2p/0.45,Tokenizer,trace,0.4260106845862474,0.07569488755219747,1.0
small/0.45,Tokenizer,attribute,0.09913313865651648,0.06931223871675835,1.0
small/0.45,Tokenizer,event,0.13419349617245582,0.05906820386640991,1.0
small/0.45,Tokenizer,trace,0.47946479480341314,0.14507160724639703,1.0
wide/0.45,Tokenizer,attribute,0.0975101762380552,0.05546949565182861,1.0
wide/0.45,Tokenizer,event,0.13222650930628713,0.03634508745037964,1.0
wide/0.45,Tokenizer,trace,0.4232315555497619,0.09587852629234338,1.0
gigantic/0.45,Tokenizer,combined,0.19482922483721526,0.14175472195417982,1.0
huge/0.45,Tokenizer,combined,0.21116364414761735,0.1651620267728148,1.0
large/0.45,Tokenizer,combined,0.19995663630548347,0.15955011512317713,1.0
p2p/0.45,Tokenizer,combined,0.21945552771090798,0.15878315152999375,1.0
small/0.45,Tokenizer,combined,0.23759714321079514,0.19842856502032585,1.0
wide/0.45,Tokenizer,combined,0.2176560803647014,0.16135214879465617,1.0
