level&model&f1_mean_Average&f1_std_Average&f1_mean_Order&f1_std_Order&f1_mean_Attribute&f1_std_Attribute&f1_mean_Arrival Time&f1_std_Arrival Time&f1_mean_Workload&f1_std_Workload&run_time_mean&run_time_std

Prefix Store&0.212&0.016&0.298&0.052&0.164&0.011&0.16&0.009&0.227&0.021&358.631&86.474
Without Prefix Store&0.139&0.008&0.173&0.026&0.129&0.008&0.117&0.014&0.136&0.014&358.654&86.625
Without Pos. Encoding&0.215&0.015&0.307&0.051&0.165&0.011&0.16&0.009&0.227&0.02&351.772&85.497
Without Multi-Task&0.209&0.014&0.203&0.009&0.202&0.028&0.163&0.007&0.268&0.022&2255.331&597.388
Perspective Weighting&0.206&0.011&0.2&0.009&0.203&0.026&0.166&0.008&0.256&0.019&358.803&86.198
Attribute Only&0.174&0.009&0.167&0.015&0.202&0.026&0.15&0.014&0.174&0.02&358.638&86.162
Arrival Time Only&0.165&0.003&0.168&0.015&0.154&0.013&0.162&0.007&0.175&0.031&358.798&86.191
Workload Only&0.181&0.012&0.168&0.014&0.153&0.013&0.148&0.013&0.257&0.023&351.722&85.052
Order Only&0.168&0.004&0.202&0.008&0.151&0.013&0.151&0.013&0.168&0.02&355.025&85.249

combined&Arrival Time (2)   &0.206&0.011&0.2&0.009&0.203&0.025&0.166&0.008&0.256&0.019&358.803&86.198
combined&Arrival Time (4)   &0.206&0.011&0.201&0.009&0.203&0.025&0.166&0.008&0.255&0.018&358.797&86.137
combined&Attribute (2)      &0.205&0.011&0.2&0.009&0.203&0.026&0.165&0.008&0.254&0.018&358.653&86.178
combined&Attribute (4)      &0.205&0.011&0.199&0.009&0.203&0.026&0.164&0.007&0.253&0.017&358.618&86.13
combined&Attribute (8)      &0.205&0.012&0.199&0.009&0.203&0.026&0.165&0.007&0.254&0.019&358.649&86.134
combined&Order (2)          &0.206&0.011&0.202&0.009&0.204&0.025&0.164&0.008&0.254&0.019&351.601&85.025
combined&Order (4)          &0.206&0.011&0.203&0.009&0.204&0.026&0.164&0.009&0.253&0.018&351.628&84.992
combined&Order (8)          &0.205&0.011&0.202&0.009&0.203&0.026&0.163&0.009&0.251&0.018&351.636&85.01
combined&Workload (2)       &0.207&0.011&0.201&0.009&0.203&0.026&0.165&0.008&0.257&0.017&351.601&85.014
combined&Workload (4)       &0.206&0.011&0.201&0.009&0.203&0.026&0.165&0.008&0.257&0.019&351.65&85.048
combined&Workload (8)       &0.206&0.012&0.2&0.009&0.203&0.026&0.165&0.007&0.258&0.02&348.299&85.529

combined&Pos. Encoding&0.212&0.016&0.298&0.053&0.164&0.011&0.16&0.009&0.226&0.02&351.692&85.442
combined&Multi-Task&0.206&0.011&0.201&0.009&0.203&0.026&0.165&0.007&0.255&0.018&358.535&86.181
