dataset_short_name,categorical_encoding,level,f1_mean,f1_std,f1_rank
medium/0.05,One Hot,attribute,0.020544180977200982,0.02639473396054264,2.0
medium/0.05,One Hot,event,0.04712756595454944,0.07650417451687794,2.0
medium/0.05,One Hot,trace,0.137752927258467,0.20539234697389075,2.0
medium/0.05,Word2Vec Average Then Concatinate,attribute,0.029183382376891196,0.032233006748882645,1.0
medium/0.05,Word2Vec Average Then Concatinate,event,0.056793713936673824,0.08297274856037087,1.0
medium/0.05,Word2Vec Average Then Concatinate,trace,0.15872636894017889,0.2334509028806623,1.0
medium/0.1,One Hot,attribute,0.019607667070003252,0.018539480869516723,2.0
medium/0.1,One Hot,event,0.044800074999039076,0.061398607935219604,2.0
medium/0.1,One Hot,trace,0.15285422672793497,0.19312506197309784,1.0
medium/0.1,Word2Vec Average Then Concatinate,attribute,0.024354549710333205,0.024418926591830273,1.0
medium/0.1,Word2Vec Average Then Concatinate,event,0.051438180485767246,0.07194862543056475,1.0
medium/0.1,Word2Vec Average Then Concatinate,trace,0.14771216269106807,0.18235370216405164,2.0
medium/0.15,One Hot,attribute,0.021502053039268186,0.012145431132570156,2.0
medium/0.15,One Hot,event,0.04519912094486214,0.04779969070719559,2.0
medium/0.15,One Hot,trace,0.1626290354658712,0.15535060830434425,2.0
medium/0.15,Word2Vec Average Then Concatinate,attribute,0.03023483532184759,0.02290356167923359,1.0
medium/0.15,Word2Vec Average Then Concatinate,event,0.058231607705273705,0.06712982408430282,1.0
medium/0.15,Word2Vec Average Then Concatinate,trace,0.18530182966096068,0.17818341715398262,1.0
medium/0.2,One Hot,attribute,0.03067930763916179,0.010793900307117663,2.0
medium/0.2,One Hot,event,0.056323257425333714,0.040723003408875635,2.0
medium/0.2,One Hot,trace,0.19195785636764373,0.12515014591247872,2.0
medium/0.2,Word2Vec Average Then Concatinate,attribute,0.03304020643830585,0.013157171583566126,1.0
medium/0.2,Word2Vec Average Then Concatinate,event,0.06277878677840998,0.05188360427685519,1.0
medium/0.2,Word2Vec Average Then Concatinate,trace,0.20530856883156312,0.13858899436117753,1.0
medium/0.25,One Hot,attribute,0.038828825081841455,0.017306962827178463,2.0
medium/0.25,One Hot,event,0.07387403323398797,0.06318385495803863,1.0
medium/0.25,One Hot,trace,0.2401653246219469,0.15689169251290028,1.0
medium/0.25,Word2Vec Average Then Concatinate,attribute,0.038939955312749325,0.016475976930525993,1.0
medium/0.25,Word2Vec Average Then Concatinate,event,0.07201366531703092,0.058361469799040416,2.0
medium/0.25,Word2Vec Average Then Concatinate,trace,0.23501429905974314,0.1384245799287783,2.0
medium/0.3,One Hot,attribute,0.043233949392773745,0.016439266197989685,2.0
medium/0.3,One Hot,event,0.0747987530362365,0.029537270133949765,2.0
medium/0.3,One Hot,trace,0.2420176343930061,0.08902047191891135,1.0
medium/0.3,Word2Vec Average Then Concatinate,attribute,0.04364542555154222,0.013797739227879937,1.0
medium/0.3,Word2Vec Average Then Concatinate,event,0.07707430120984303,0.03939244747017553,1.0
medium/0.3,Word2Vec Average Then Concatinate,trace,0.2380060661899176,0.07911102531860208,2.0
medium/0.35,One Hot,attribute,0.038532480542645346,0.012582907091213026,2.0
medium/0.35,One Hot,event,0.06627847310507924,0.0240472770327521,2.0
medium/0.35,One Hot,trace,0.2626639573320466,0.06441819650344514,2.0
medium/0.35,Word2Vec Average Then Concatinate,attribute,0.04396066400945637,0.0165511981291966,1.0
medium/0.35,Word2Vec Average Then Concatinate,event,0.07325107024874153,0.028104598140264937,1.0
medium/0.35,Word2Vec Average Then Concatinate,trace,0.2691806110994297,0.07509349685269748,1.0
medium/0.4,One Hot,attribute,0.057455844552568164,0.019492439019677673,2.0
medium/0.4,One Hot,event,0.09600663892531947,0.030199487096293474,2.0
medium/0.4,One Hot,trace,0.3206341300990313,0.0793178712632011,1.0
medium/0.4,Word2Vec Average Then Concatinate,attribute,0.059739659284164776,0.01885038783266203,1.0
medium/0.4,Word2Vec Average Then Concatinate,event,0.09758165726664281,0.03240954363994389,1.0
medium/0.4,Word2Vec Average Then Concatinate,trace,0.31928806699409895,0.07974869373495849,2.0
medium/0.45,One Hot,attribute,0.06252949021562604,0.02076750637714064,2.0
medium/0.45,One Hot,event,0.10295761217961374,0.027647764950264133,2.0
medium/0.45,One Hot,trace,0.3432422698287853,0.05249884164161436,2.0
medium/0.45,Word2Vec Average Then Concatinate,attribute,0.06775626659169183,0.022860236373269234,1.0
medium/0.45,Word2Vec Average Then Concatinate,event,0.107378020920743,0.02617435365389617,1.0
medium/0.45,Word2Vec Average Then Concatinate,trace,0.3525371475258481,0.05074399910651911,1.0
medium/0.05,One Hot,combined,0.06847489139673914,0.12664079154524227,2.0
medium/0.05,Word2Vec Average Then Concatinate,combined,0.08156782175124797,0.14286472068935402,1.0
medium/0.1,One Hot,combined,0.0724206562656591,0.12222149910812294,2.0
medium/0.1,Word2Vec Average Then Concatinate,combined,0.07450163096238951,0.11704817266193392,1.0
medium/0.15,One Hot,combined,0.07644340315000052,0.10676621939786839,2.0
medium/0.15,Word2Vec Average Then Concatinate,combined,0.09125609089602732,0.12246565162615024,1.0
medium/0.2,One Hot,combined,0.0929868071440464,0.1010846300541247,2.0
medium/0.2,Word2Vec Average Then Concatinate,combined,0.10037585401609299,0.1103917820134666,1.0
medium/0.25,One Hot,combined,0.11762272764592542,0.12766314434988207,1.0
medium/0.25,Word2Vec Average Then Concatinate,combined,0.1153226398965078,0.11933945096790004,2.0
medium/0.3,One Hot,combined,0.1200167789406721,0.10379173145688014,1.0
