level&bucketing&f1_mean_Average&f1_std_Average&f1_mean_Order&f1_std_Order&f1_mean_Attribute&f1_std_Attribute&f1_mean_Arrival Time&f1_std_Arrival Time&f1_mean_Workload&f1_std_Workload&run_time_mean&run_time_std
trace&Bucketing&0.227&0.073&0.173&0.099&0.173&0.099&0.144&0.084&0.413&0.039&117.651&50.303
trace&No Bucketing&0.273&0.086&0.21&0.112&0.205&0.114&0.192&0.113&0.474&0.072&79.947&118.733
event&Bucketing&0.063&0.022&0.047&0.029&0.046&0.03&0.03&0.019&0.126&0.029&117.651&50.303
event&No Bucketing&0.048&0.017&0.036&0.026&0.039&0.026&0.025&0.017&0.089&0.018&79.947&118.733
attribute&Bucketing&0.033&0.015&0.04&0.025&0.018&0.011&0.03&0.019&0.044&0.015&117.651&50.303
attribute&No Bucketing&0.026&0.012&0.03&0.022&0.015&0.01&0.025&0.017&0.03&0.01&79.947&118.733
combined&Bucketing&0.108&0.036&0.088&0.05&0.08&0.047&0.069&0.041&0.194&0.023&117.764&32.393
combined&No Bucketing&0.116&0.037&0.094&0.05&0.088&0.049&0.082&0.047&0.198&0.018&74.72&49.376
