dataset_short_name,categorical_encoding,level,f1_mean,f1_std,f1_rank
gigantic/0.45,Tokenizer,attribute,0.07590137513958482,0.029496888310811754,1.0
gigantic/0.45,Tokenizer,event,0.130250450494492,0.049838726848737004,1.0
gigantic/0.45,Tokenizer,trace,0.42343219977881286,0.10698584406250057,1.0
huge/0.45,Tokenizer,attribute,0.08135297102285856,0.04764947955273028,1.0
huge/0.45,Tokenizer,event,0.11728012662661154,0.044346061691823056,1.0
huge/0.45,Tokenizer,trace,0.44595179454045764,0.10708799639508916,1.0
large/0.45,Tokenizer,attribute,0.0805083912921783,0.05890928536294582,1.0
large/0.45,Tokenizer,event,0.10217885772805108,0.04243812297756761,1.0
large/0.45,Tokenizer,trace,0.4572168094739607,0.10755013236776517,1.0
p2p/0.45,Tokenizer,attribute,0.08944237768219027,0.04603516012629804,1.0
p2p/0.45,Tokenizer,event,0.1334792500822966,0.04456726545879985,1.0
p2p/0.45,Tokenizer,trace,0.4896473529011478,0.11103228414828469,1.0
small/0.45,Tokenizer,attribute,0.09102754253203345,0.05632806684486195,1.0
small/0.45,Tokenizer,event,0.12461164433341117,0.05063430032565478,1.0
small/0.45,Tokenizer,trace,0.5056222092321788,0.12419351036093812,1.0
wide/0.45,Tokenizer,attribute,0.08785509328848333,0.04558739894596551,1.0
wide/0.45,Tokenizer,event,0.12857037907452076,0.0457943215421779,1.0
wide/0.45,Tokenizer,trace,0.43479489734134225,0.09556266341401154,1.0
gigantic/0.45,Tokenizer,combined,0.20986134180429658,0.1683965660011926,1.0
huge/0.45,Tokenizer,combined,0.2148616307299759,0.1797362686851822,1.0
large/0.45,Tokenizer,combined,0.21330135283139667,0.18871208807741213,1.0
p2p/0.45,Tokenizer,combined,0.23752299355521153,0.19437619880663917,1.0
small/0.45,Tokenizer,combined,0.2404204653658745,0.20641245941221362,1.0
wide/0.45,Tokenizer,combined,0.21707345656811544,0.16940622804159147,1.0
