categorical_encoding,level,rank_mean,rank_std,f1_mean,f1_std
Fixed Vector,attribute,1.0,0.0,0.06,0.0
Fixed Vector,combined,1.0,0.0,0.16,0.0
Fixed Vector,event,1.0,0.0,0.09,0.0
Fixed Vector,trace,1.0,0.0,0.34,0.0
